"V1","casename","docket","circuit","cite","year","month","day","unpub","area","enbanc","femplaintiff","name","vote","child","girls","woman","birth","republican","songerID","sons","X","pname","id","pres","mona","yeara","monl","yearl","yearb","yeard","pleft","left","party","state","city","circuit.1","elevate","gender","race","name.1","appres","pleftsum","boom","crossa","crossl","mrespty","prespty","dummy","ids","religion","csb","ba","bast","bapp","ls","lsst","jdpp","graddeg1","graddeg2","graddeg3","pfedjdge","pfjdget","pssc","pslc","plocct","poutsjge","psjdget","pausa","pusa","psgo","psg","pago","paag","pag","pcc","psp","pspros","pmag","pbj","pcab","pcabdept","pscab","pscabdpt","pindreg1","preg1","pindreg2","preg2","pindreg3","preg3","pindreg4","preg4","pindreg5","preg5","phouse","psenate","pgov","pssenate","pshouse","pmayor","pccoun","pccom","pda","plother","plotherl","pgovt","plawprof","pprivate","prevpos","pmagis","pcomct","pdat","pada","pbank","pterr","pcustom","statecab","age","extra1","extra2","extra3","extra4","amon","ayear","X___l","X___j","X___char","pos1","pos1yrs","pos2","pos2yrs","pos3","pos3yrs","pos4","pos4yrs","pos5","pos5yrs","pos6","pos6yrs","pos7","pos7yrs","pos8","pos8yrs","pos9","pos9yrs","pos10","pos10yrs","pos11","pos11yrs","pos12","pos12yrs","pos13","pos13yrs","pos14","pos14yrs","pos15","pos15yrs","type","pred","recdatem","recdatey","reccon","extra5","assets","liable","aba","add1","abamin","seatno","success","seatno2","pseatno","lsuc","ls2","ls3","lp","lp2","lp3","ls1","count","seatno4","pseatno4","sseatno4","seatno3","pseatno3","sseatno3","lsuc2","pseatno2","sseatno2","sseatno","sids","tids","samon","sayear","tamon","tayear","year.1","dsen","rsen","dhouse","rhouse","dal","dak","daz","dar","dca","dco","dct","dde","dfl","dga","dhi","did","dil","din","dio","dks","dky","dla","dme","dmd","dma","dmi","dmn","dms","dmo","dmt","dne","dnv","dnh","dnj","dnm","dny","dnc","dnd","doh","dok","dor","dpa","dri","dsc","dsd","dtn","dtx","dut","dvt","dva","dwa","dwv","dwi","dwy","source1","source2","courtesy","appage","sseatno5","sseatno6","pname2","pname3","pname4","dcother","uporoutt","senmaj","senmin","yeari","yearc","congress","unity","e1","e2","e3","e4","e5","e6","congresi","unityi","hdem","hrep","sdem","srep","hother","sother","yearo","congreso","unityo","recess","networth","agego","service","ageon","capsnames","progressive.vote"
3266,"Causeway Medical Suite v. Ieyoub","95-31178","5","109 F.3d 1096",1997,4,14,0,"abortion","0",1,"Stewart, Carl Edmond",3,3,NA,0,1950,0,567,NA,580,"New Seat",23215,92,5,1994,99,9999,1950,9999,99,9,1,18,1875,5,25,1,2,"Stewart, Carl Edmond",1,NA,0,0,2,NA,1,1,567,10,1875,248,0,1,49,0,1,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,0,0,0,1,0,0,0,31,NA,NA,NA,NA,NA,5,1994,20,21,"n",3,9,31,2,5,4,536,1,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,NA,145512,179766,3,2,2,"05/29/01","0","","1","03/14/01","0","0","","DC.05.05","02/05/03","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","0",NA,NA,NA,NA,NA,NA,1994,56,44,259,176,2,0,1,2,2,1,2,1,1,1,2,0,2,0,1,0,1,2,1,2,2,2,1,0,0,1,2,2,0,2,1,1,0,2,2,1,0,1,1,1,1,2,0,0,1,1,1,2,2,0,13,14,2,44,NA,NA,NA,NA,NA,NA,0,56,44,1994,NA,"",NA,NA,NA,NA,NA,NA,NA,"103RD",0,258,176,57,43,1,0,9999,"",NA,0,-34254,8049,8005,44,"STEWART",1
3267,"Wallace v. Methodist Hosp. Sys.","00-20255","5","271 F.3d 212",2001,11,7,0,"pregnancy","0",1,"Hinojosa",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3268,"Garcia v. Woman's Hosp.","97-20242","5","143 F.3d 227",1998,6,22,0,"pregnancy","0",1,"Parker, Robert Manley",1,2,2,0,1937,0,568,0,460,"Johnson, Sam D.",23025,92,6,1994,11,2002,1937,9999,93,3,1,43,4390,5,21,1,1,"Parker, Robert Manley",1,NA,1,0,2,NA,1,1,568,8,4357,86,0,0,86,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,6,1994,21,22,"e",1,15,31,14,174,1,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5810,NA,NA,0,NA,877393,259989,2,3,3,"05/21/02","0","","05/21/01","03/08/04","0","0","03/08/03","","02/09/02","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","8",NA,NA,NA,NA,NA,NA,1994,56,44,259,176,2,0,1,2,2,1,2,1,1,1,2,0,2,0,1,0,1,2,1,2,2,2,1,0,0,1,2,2,0,2,1,1,0,2,2,1,0,1,1,1,1,2,0,0,1,1,1,2,2,0,13,14,0,57,NA,NA,NA,NA,NA,NA,1,56,44,1994,2002,"107TH",3,212,221,50,50,2,1,"103RD",0,258,176,57,43,1,0,2002,"107TH",3,0,617404,65,8,57,"PARKER",0
3269,"Urbano v. Continental Airlines","96-21115","5","138 F.3d 204",1998,4,15,0,"pregnancy","0",1,"Benavides, Fortunato Pedro",1,2,2,0,1947,0,566,0,45,"Gee, Thomas G.",23145,92,5,1994,99,9999,1947,9999,99,9,1,43,4310,5,25,1,3,"Benavides, Fortunato Pedro",1,NA,0,0,2,NA,1,1,566,2,4371,41,0,0,41,0,0,0,0,0,0,0,1,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,5,1994,26,27,"r",31,2,2,2,3,7,4,3,31,1,4,2,31,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3430,NA,NA,0,NA,2105767,204074,3,2,2,"05/15/03","0","","05/15/02","11/02/02","0","0","05/14/02","05/21/01","03/08/03","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","0",NA,NA,NA,NA,NA,NA,1994,56,44,259,176,2,0,1,2,2,1,2,1,1,1,2,0,2,0,1,0,1,2,1,2,2,2,1,0,0,1,2,2,0,2,1,1,0,2,2,1,0,1,1,1,1,2,0,0,1,1,1,2,2,0,13,14,0,47,NA,NA,NA,NA,NA,NA,0,56,44,1994,NA,"",NA,NA,NA,NA,NA,NA,NA,"103RD",0,258,176,57,43,1,0,9999,"",NA,0,1901693,8052,8005,47,"BENAVIDES",0
3270,"Garcia v. Woman's Hosp.","95-20727","5","97 F.3d 810",1996,10,22,0,"pregnancy","0",1,"Parker, Robert Manley",3,2,2,0,1937,0,568,0,460,"Johnson, Sam D.",23025,92,6,1994,11,2002,1937,9999,93,3,1,43,4390,5,21,1,1,"Parker, Robert Manley",1,NA,1,0,2,NA,1,1,568,8,4357,86,0,0,86,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,6,1994,21,22,"e",1,15,31,14,174,1,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5810,NA,NA,0,NA,877393,259989,2,3,3,"05/21/02","0","","05/21/01","03/08/04","0","0","03/08/03","","02/09/02","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","8",NA,NA,NA,NA,NA,NA,1994,56,44,259,176,2,0,1,2,2,1,2,1,1,1,2,0,2,0,1,0,1,2,1,2,2,2,1,0,0,1,2,2,0,2,1,1,0,2,2,1,0,1,1,1,1,2,0,0,1,1,1,2,2,0,13,14,0,57,NA,NA,NA,NA,NA,NA,1,56,44,1994,2002,"107TH",3,212,221,50,50,2,1,"103RD",0,258,176,57,43,1,0,2002,"107TH",3,0,617404,65,8,57,"PARKER",1
3271,"Watts v. Fed. Express Corp.","Jan-60","6","52 Fed. Appx. 819",2002,12,13,1,"employment","0",1,"Curtis L. Collier",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3272,"Clark v. Harber","Feb-36","6","53 Fed. Appx. 325",2002,12,10,1,"employment","0",1,"David W. McKeague",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3273,"Williams v. Mich.","02-1710","6","52 Fed. Appx. 723",2002,12,9,1,"employment","0",1,"Gibbons, Julia",1,2,1,1,1950,1,653,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3274,"Dotson v. Norfolk S. Ry. Co.","01-1581","6","52 Fed. Appx. 655",2002,11,22,1,"employment","0",1,"David Katz",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3275,"White v. Burlington Northern & Santa Fe Ry. Co.","00-6780","6","310 F.3d 443",2002,11,13,0,"employment","1",1,"Clay, Eric",3,0,0,0,1948,0,650,0,120,"New Seat",30162,92,12,1995,99,9999,1951,9999,99,9,1,35,3535,6,NA,1,2,"Cole, Ransey Guy, Jr.",1,3,0,0,2,NA,1,NA,650,99,110,242,1,1,99,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,31,NA,NA,NA,NA,1,NA,NA,NA,44,NA,NA,NA,NA,12,1995,NA,NA,"",31,3,16,7,31,7,9,3,31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,285450,NA,2,NA,NA,"06/07/03","","","06/07/02","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0",NA,NA,NA,NA,NA,NA,1995,47,53,199,236,1,0,0,2,2,0,2,1,1,1,2,0,2,0,1,0,1,2,0,2,2,1,1,0,0,1,2,2,0,2,1,1,0,2,1,0,0,0,1,1,1,0,0,0,0,1,1,2,2,0,13,14,NA,44,NA,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,"",NA,NA,NA,NA,NA,NA,NA,"104TH",1,203,231,48,52,1,0,9999,"",NA,0,NA,8048,8004,44,"COLE",1
3276,"Hardy v. Eastman Chem. Co.","Jan-61","6","50 Fed. Appx. 739",2002,11,12,1,"employment","0",1,"James G. Carr",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3277,"Goshorn v. Ohio DOT","Jan-40","6","49 Fed. Appx. 601",2002,10,31,1,"employment","0",1,"Gibbons, Julia",1,2,1,1,1950,1,653,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3279,"Howard v. Ups","Jan-96","6","48 Fed. Appx. 920",2002,10,15,1,"employment","0",1,"Clay, Eric",1,0,0,0,1948,0,650,0,120,"New Seat",30162,92,12,1995,99,9999,1951,9999,99,9,1,35,3535,6,NA,1,2,"Cole, Ransey Guy, Jr.",1,3,0,0,2,NA,1,NA,650,99,110,242,1,1,99,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,31,NA,NA,NA,NA,1,NA,NA,NA,44,NA,NA,NA,NA,12,1995,NA,NA,"",31,3,16,7,31,7,9,3,31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,285450,NA,2,NA,NA,"06/07/03","","","06/07/02","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0",NA,NA,NA,NA,NA,NA,1995,47,53,199,236,1,0,0,2,2,0,2,1,1,1,2,0,2,0,1,0,1,2,0,2,2,1,1,0,0,1,2,2,0,2,1,1,0,2,1,0,0,0,1,1,1,0,0,0,0,1,1,2,2,0,13,14,NA,44,NA,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,"",NA,NA,NA,NA,NA,NA,NA,"104TH",1,203,231,48,52,1,0,9999,"",NA,0,NA,8048,8004,44,"COLE",0
3281,"McFarland v. Henderson","Jan-17","6","307 F.3d 402",2002,10,3,0,"employment","0",1,"Gibson, John R.",3,4,3,0,1925,1,813,1,216,"Gibson, Floyd",3610,22,3,1989,1,1994,1925,9999,92,3,0,25,2530,8,22,1,1,"Gibson, John R.",0,NA,1,0,1,0,NA,1,813,7,2568,57,0,0,57,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,64,NA,NA,NA,NA,3,1982,NA,NA,"",1,1,31,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3595,NA,NA,0,NA,NA,NA,2,0,0,"08/07/04","08/07/05","","08/07/03","08/07/03","03/04/05","05/09/02","08/07/02","03/04/03","","08/07/04",1,NA,NA,NA,NA,NA,NA,NA,NA,"","08/07/05",NA,NA,NA,NA,NA,NA,1982,46,53,243,192,1,0,1,2,1,1,1,1,1,1,2,0,1,0,0,0,2,2,1,1,2,2,0,1,1,2,2,1,0,1,0,1,0,1,2,1,0,0,1,1,0,1,1,0,1,1,1,2,1,0,13,14,1,57,NA,NA,NA,NA,NA,NA,1,53,46,1982,1994,"103RD",0,258,176,57,43,1,NA,"97TH",2,243,192,47,53,0,0,1994,"103RD",0,0,NA,69,12,57,"GIBSON",1
3283,"Conti v. Universal Enters.","00-4538","6","50 Fed. Appx. 690",2002,9,20,1,"employment","0",1,"Herman J. Weber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
